,Unnamed: 0,x
23699,23700,1.66233948807282
23700,23701,0.5534623832731209
23701,23702,0.905216475131705
23702,23703,0.20831743942349
23703,23704,0.5504757393344311
23704,23705,0.0407984459176926
23705,23706,3.26477575333719
23706,23707,0.585231903542638
23707,23708,-3.75264744241904
23708,23709,1.36944148315496
23709,23710,0.23844187936571198
23710,23711,0.8293771465425931
23711,23712,-0.352291477065284
23712,23713,1.38222571911112
23713,23714,0.964686184149522
23714,23715,0.528677685636386
23715,23716,0.9501673481839621
23716,23717,0.24683559127384
23717,23718,0.8969188773838129
23718,23719,0.7945353572395221
23719,23720,0.701165817369347
23720,23721,1.8963413998159298
44180,44181,0.9015295834123249
44181,44182,-1.95860952373801
44182,44183,9.64520151488936
44183,44184,0.143719346832824
44184,44185,0.313359080929483
44185,44186,0.143682194903028
44186,44187,-0.4502785719358379
44187,44188,-0.270934537765221
44188,44189,1.00997497357372
44189,44190,-0.657140580696016
44190,44191,-0.0887704810691708
44191,44192,0.131419132781183
44192,44193,0.895654321387603
44193,44194,0.155795732518266
44194,44195,0.104791078496865
44195,44196,1.22340778869879
44196,44197,0.644699471373517
44197,44198,-0.16985549306667902
44198,44199,0.061007046430774
44199,44200,0.771198729269912
44200,44201,0.426502595290621
44201,44202,0.32502199269848303
44202,44203,-0.0647725607204155
44203,44204,0.38127426308105394
44204,44205,0.5653506943272679
44205,44206,-4.17672686840603
44206,44207,0.4878170099403761
44207,44208,-0.0370102711053922
44208,44209,-0.00218150946476612
44209,44210,0.170205999587453
44210,44211,-0.0943693573026301
44211,44212,1.607610165977
44212,44213,0.6960422005021569
44213,44214,0.8240312445557121
44214,44215,0.726905549303547
44215,44216,0.279775174942089
44216,44217,0.37782066099900397
44217,44218,0.348138542928633
44218,44219,-0.0920980648688808
44219,44220,-1.8393337228892
44220,44221,-0.632502943281607
44221,44222,0.9107764524215228
44222,44223,-0.432839878068839
44223,44224,0.5778717157216761
44224,44225,-1.40559447248673
44225,44226,-0.33318862216383505
44226,44227,-0.538120528229841
44227,44228,0.0719567143266783
44228,44229,2.33051137645471
44229,44230,-0.635264108633838
44230,44231,0.30518018363548804
44231,44232,-0.481197461149989
44232,44233,1.4757195823676001
44233,44234,0.36538255084623
44234,44235,0.735982239759583
44235,44236,0.268595091775133
44236,44237,0.8249168114099671
44237,44238,0.758893609184281
44238,44239,1.50317894712849
44239,44240,0.11825962210411801
44240,44241,-1.1177302903693502
44241,44242,0.363326620923606
44242,44243,-1.72185471065271
44243,44244,-0.330106382540094
44244,44245,0.5000705644476889
44245,44246,1.0245494425880401
44246,44247,0.650469939301515
44247,44248,0.44991110134588
44248,44249,-0.0123862285089753
44249,44250,-0.129445415746867
44250,44251,0.482872578780029
44251,44252,0.312182942154489
44252,44253,0.364379560668623
44253,44254,0.433940313589682
44254,44255,0.443125470673544
44255,44256,0.0618255557349298
44256,44257,0.992048427382982
44257,44258,0.0911170335303443
44258,44259,2.33026521361479
44259,44260,1.01655577666772
44260,44261,1.42660118098407
44261,44262,1.13705679378043
44262,44263,-0.360607304035482
44263,44264,0.7958379777896221
44264,44265,1.01101041285591
44265,44266,0.44791256492292797
44266,44267,-0.9503167338567909
44267,44268,-0.139200248665058
44268,44269,0.852583343196761
44269,44270,0.883203918955928
44270,44271,-0.757546257999807
44271,44272,1.1577495911911297
44272,44273,0.8420840405482609
44273,44274,0.149354494590859
90572,90573,0.7356187140923421
90573,90574,-0.24722017435922197
90574,90575,0.180542976491193
90575,90576,-0.0233105624992514
90576,90577,0.7130563006002439
90577,90578,0.549909086102986
90578,90579,-0.0192926683220501
90579,90580,-0.307616685502343
90580,90581,0.839210883854274
90581,90582,-0.9297843897885641
90582,90583,0.224375349490568
90583,90584,0.4231159574553561
90584,90585,0.271702430236903
90585,90586,0.376876491941253
90586,90587,1.89172065584914
90587,90588,-0.0343151900306154
90588,90589,-0.055507138296117996
90589,90590,0.442031798544738
90590,90591,1.47689285689587
90591,90592,0.521146052490229
90592,90593,0.848561351368782
90593,90594,-0.195212435453491
90594,90595,0.668336527946495
90595,90596,0.962468830108422
